Title_Text,Main_Text,link
Питер Морроу бүрдүүлэх материал,"Тэтгэлэг хүсэгчийн анкет /анкетыг
эндээс
татаж авна уу/;
Сургуулийн тодорхойлолт, дүнгийн баталгаат хуулбар;
Суралцсан хугацаанд үзүүлсэн амжилт, шагналын хуулбар;
Иргэний үнэмлэхний хуулбар;
Өөрийнхөө тухай болон яагаад уг тэтгэлэгт хөтөлбөрт хандаж байгаагаа илэрхийлсэн видео бичлэг /2 минутаас хэтрэхгүй/.
Жич: Файлын хэмжээнээс хамааран имэйл ирэхгүй байж болзошгүй тул материалуудаа google drive болон youtube сувагт байршуулан, хандах эрхтэйгээр холбоосыг илгээх боломжтой.",https://www.xacbank.mn/page/scholarship
Питер Морроу тэтгэлэгт хөтөлбөр ,"Питер Морроу нь 2015 оны 7-р сараас ХасБанкны ТУЗ-ийн хараат бус гишүүнээр сонгогдон ажиллаж байсан бөгөөд түүний Монгол Улсын банк, санхүүгийн салбар төдийгүй нийгэм, эдийн засгийн хөгжилд оруулсан хувь нэмэр, дурсгалыг хүндэтгэн энэхүү тэтгэлэгт хөтөлбөрийг бид 7 дахь жилдээ уламжлал болгон зарлаж байна.
",https://www.xacbank.mn/page/scholarship
Цалинтай оюутан хөтөлбөрт хэн оролцох вэ,Мэдээллийн технологийн чиглэлээр суралцаж буй 3 болон 4 дүгээр дамжааны оюутнуудад олгоно.,
Цалинтай оюутан хөтөлбөрийн зорилго,"Мэдээллийн технологийн чиглэлээр суралцаж буй оюутан залууст банк санхүүгийн салбарын орчин үеийн дэвшилтэт технологи бүхий ажлын байранд чадварлаг, туршлагатай баг, хамт олныг дагалдан, онолын мэдлэгээ бататгаж, суралцангаа ХасБанкнаас ажлын гараагаа эхлүүлэх боломжийг Мэдээллийн технологийн чиглэлээр суралцаж буй 3 болон 4 дүгээр дамжааны оюутнуудад олгоно.
Энэхүү хөтөлбөрт хамрагдсанаар: Банканд ашиглагдаж буй сүүлийн үеийн технологи, программ хангамж, тоног төхөөрөмжүүд дээр ажиллаж үнэ цэнэтэй туршлага хуримтлуулах;
Ажлын байранд тавигдах мэргэжлийн болон хувь хүний ур чадваруудыг эзэмших;
Банканд хэрэгжиж буй мэдээллийн технологийн төслүүдэд өөрийн хувь нэмэр оруулах;",
Цалинтай оюутан хөтөлбөрийн тавигдах шаардлага,"Магадлан итгэмжлэгдсэн их, дээд сургуулийн мэдээллийн технологийн чиглэлээр суралцаж буй 3, 4 дүгээр дамжааны өдрийн ангийн оюутан;
Оюутны эрдэм шинжилгээний хурал, илтгэл, уралдаан тэмцээнд амжилттай оролцсон бол давуу тал болно.
анкет ",
Цалинтай оюутан хөтөлбөр,"ХасБанк нь 2020 оноос эхлэн Мэдээллийн технологийн чиглэлээр амжилттай суралцаж буй оюутан залуусыг ажлын байранд дадлагажих боломжоор дэмжин ""
Цалинтай оюутан хөтөлбөр""-ийг санаачилан 3 дахь жилдээ амжилттай хэрэгжүүлж байна.
",https://www.xacbank.mn/page/tsalintai-oyutan
Хуулийн этгээдийн мэдээлэл шинэчлэх,"Арилжааны банкнууд харилцагчдынхаа мэдээллийг тогтмол хугацаанд шинэчлэх үүргийг хуулиар хүлээсэн байдаг бөгөөд уг үүргийнхээ дагуу ХасБанк харилцагч ХУУЛИЙН ЭТГЭЭД-ийн мэдээллийг шинэчлэх ажлыг 2022 оны нэгдүгээр сараас эхлүүлээд байна.
Банк нь дараах хууль тогтоомж, журам зааврыг баримтлан ажиллаж байна. Үүнд:
Мөнгө угаах болон терроризмыг санхүүжүүлэхтэй тэмцэх тухай Монгол Улсын хууль:
4 дүгээр зүйл. Эцсийн өмчлөгчийг тогтоох
Мөнгө угаах, терроризмыг санхүүжүүлэхээс сэргийлэх, түүнтэй тэмцэхэд харилцагчийг таньж мэдэх талаар банкны баримтлах Монголбанкнаас гаргасан журам
Мэдээллээ шинэчлэх нь харилцагч таны мэдээллийн нууцлал, аюулгүй байдлыг хангах, аливаа эрсдэлээс сэргийлэхэд чухал нөлөөтэй болно. Хэрэв та заасан хугацаанд мэдээллээ шинэчлээгүй тохиолдолд таны банкнаас авах үйлчилгээ хязгаарлагдаж болзошгүй болохыг анхаарна уу.
Харилцагч та доорх баримт бичгийг бүрдүүлэн ХасБанкны өөрт ойр байрлах салбар, тооцооны төвд хандан, мэдээллээ 2022 оны 7 дугаар сарын 1-ний дотор шинэчилнэ үү.
Бүрдүүлэх баримт бичгүүд:
Хуулийн этгээдийн улсын бүртгэлийн гэрчилгээ;
Хуулийн этгээдийн дүрэм;
Гүйцэтгэх захирал, хувьцаа эзэмшигч, эцсийн өмчлөгч тус бүрийн иргэний үнэмлэх эсхүл түүнтэй дүйцэхүйц бичиг баримт;
Үйл ажиллагааны чиглэл нь тусгай зөвшөөрөл шаарддаг бол тухайн тусгай зөвшөөрөл;
Шаардлагатай тохиолдолд бусад нэмэлт мэдээлэл.
Харилцагч та мөн
зайнаас мэдээллээ шинэчлэх
боломжтой бөгөөд энэ тохиолдолд таны бүртгэлтэй и-мэйлд банкнаас хүргүүлсэн цахим шууданд дээр дурдсан бүрдүүлбэл зохих баримт бичгийг чанарын шаардлага хангасан байдлаар сканнердсан хувилбарыг хариу болгон хүргүүлнэ үү.
Асууж тодруулах зүйл байвал XacБанкны фэйсбүүк чатаар болон өөрт ойрхон салбар, тооцооны төвд хандана уу.",https://www.xacbank.mn/page/khuuliin-etgeediin-medeelel-shinechlekh
Мөнгө угаах болон терроризмыг санхүүжүүлэхтэй тэмцэх үйл ажиллагаа,"Хас Банк нь мөнгө угаах болон терроризмыг санхүүжүүлэх санхүүгийн гэмт хэрэгт өртөх эрсдэлээс сэргийлэх хүрээнд Мөнгө угаах болон терроризмыг санхүүжүүлэхтэй тэмцэх бодлого, журам, холбогдох хөтөлбөрийг хэрэгжүүлэн ажиллахаас гадна Мөнгө угаахтай тэмцэх санхүүгийн арга хэмжээ авах байгууллага буюу Financial Action Task Force (FATF)-ийн зөвлөмж болон Америкийн Нэгдсэн улс болон Европын холбооны стандартуудтай нийцсэн байдаг.
",https://www.xacbank.mn/page/understanding-anti-money-laundering-and-counter-terrorist-financing
Санхүүгийн хориг арга хэмжээ,"Санхүүгийн аливаа хориг арга хэмжээ авхуулсан, жагсаалтад багтсан этгээдтэй бизнес харилцаа эхлүүлэхгүй, үргэлжлүүлэхгүй байхын тулд түүнчлэн эдгээр этгээдтэй холбоотой төлбөр тооцоо дамжуулахгүй байх зорилгоор ХасБанк нь харилцагчийн мэдээлэл, түүний эцсийн өмчлөгчийг болон гүйлгээнд оролцогч талуудын мэдээллийг холбогдох хоригтой тулгаж шалгадаг болно.
ХасБанк нь Нэгдсэн Үндэсний Байгууллагын Аюулгүйн Зөвлөл(UNSCR)-өөс гаргасан хоригоос гадна АНУ-ын Сангийн яамны Гадаадын хөрөнгийн хяналтын газар (OFAC) болон Европын Холбоо (EU)-ны хориг зэрэг бусад холбогдох хоригийг дагаж мөрдөнө. ХасБанк нь МУТСТ болон санхүүгийн хориг арга хэмжээний хөтөлбөрийн хэрэгжилтийг банкны комплаенсийн хяналт, дотоод аудит, хөндлөнгийн аудит болон зохицуулагч байгууллагын хяналтыг хослуулах замаар хэрэгжүүлж байна.",https://www.xacbank.mn/page/financial-sanctions
Гадаад гуйвуулга шаардлага,"Гүйлгээний шилжүүлэгч болон хүлээн авагчийн мэдээлэл тодорхой байх;
Гүйлгээний зорилго, орлогын эх үүсвэр тодорхой байх бөгөөд гүйлгээг  нотлох нэхэмжлэх, гэрээ болон бусад нотлох баримт бичгийг хавсаргах;
Харилцагчийн дансаар гуравдагч этгээдийн гүйлгээг шилжүүлэхгүй байх;
Хуулийн этгээдийн нэр дээрх гадаад гуйвуулгыг иргэний дансаар шилжүүлэхгүй байх;
ОУ-ын хориг жагсаалтанд багтсан улс орон, хувь хүн, хуулийн этгээдтэй холбоотой гүйлгээ дамжуулахгүй байх;",https://www.xacbank.mn/page/cross-border-transactions
Гадаад гуйвуулга шилжүүлэхэд анхаарах зүйлс,"Банк санхүүгийн байгууллага нь Монгол улсын хууль дүрэм журмыг мөрдөхөөс гадна олон улсын гэрээ конвенц, Дэлхийн банк болон НҮБ-ын баталсан холбогдох дүрэм, хоригууд, Корреспондент харилцаатай банкуудын шаардлагагыг хангаж ажиллах шаардлагатай болдог. Олон улсын төлбөрийн системээр хийгдэж буй гадаад гүйлгээг дамжуулагч болон хүлээн авагч банкууд нь тухайн гүйлгээтэй холбоотой нэмэлт дэлгэрэнгүй мэдээллийг шаарддаг бөгөөд эдгээр шаардлагыг хангаагүй тохиолдолд гүйлгээг дамжуулахаас татгалзахаас эхлээд корреспондент харилцаагаа зогсоох хүртэл арга хэмжээ авах эрсдэлтэй байдаг.
",https://www.xacbank.mn/page/cross-border-transactions
Харилцагч мэдээллээ банканд гаргаж өгөхөөс татгалзсан буюу шинэчлээгүй тохиолдолд үүсэх үр дагавар,"Харилцагч мэдээллээ банканд гаргаж өгөхөөс татгалзсан буюу шинэчлээгүй тохиолдолд үүсэх үр дагавар
Харилцагч тантай бизнесийн харилцаа үүсгэн санхүүгийн үйлчилгээ үзүүлж эхэлсэн цагаас Банк нь харилцагчийн дараах мэдээллийг тогтмол хугацаанд шинэчлэх тухай хуулиар хүлээсэн үүрэгтэй байдаг. Харилцагч та мэдээллээ шинэчилснээр Банк нь таныг аливаа учирч болзошгүй санхүүгийн эрсдэлээс урьдчилан сэргийлэх болон шаардлагатай арга хэмжээг цаг алдалгүй авах боломжийг олгодог билээ.
Иргэн бол иргэний үнэмлэх, эрхэлж буй ажил, ажил олгогч байгууллагын нэр, оршин суугаа хаяг, холбоо барих утас, и-мэйл хаяг;
Хуулийн этгээд бол гэрчилгээ, дүрэм, бизнесийн үйл ажиллагааны чиглэл, хаяг, дансны мөнгөн хөрөнгийг захиран зарцуулах эрх бүхий албан   тушаалтны биеийн байцаалт, гүйцэтгэх удирдлага, хувьцаа эзэмшигч, эцсийн өмлөгчийн мэдээлэлд өөрчлөлт орсон тухай бүр;
Шаардлагатай тохиолдолд банкнаас шаардсан бусад мэдээлэл.
Харилцагч та мэдээллээ шинэчлэх болон Банкнаас шаардсан бусад мэдээллийг гаргаж өгөхөөс татгалзсан тохиолдолд Банк нь үйлчилгээ үзүүлэхээс татгалзах үүрэгтэй.",https://www.xacbank.mn/page/consequences-of-refusal-to-provide-information-requested-by-the-bank
Сонирхлын зөрчил ба Харилцагчийг Хамгаалах,"ХасБанкны нийт ажилтнууд нь ашиг сонирхлын зөрчилд үл автагдах, үүсч болохуйц нөхцөл байдлаас зайлсхийх, банкны эрх ашигт аливаа сөрөг үр дагавар бий болгохгүй байх, хөндлөнгийн нөлөөлөлд үл автан шийдвэр гаргах үүрэгтэй.
Мөн ХасБанкны ажилтан тус бүр бараа үйлчилгээний бодит буюу боломжит нийлүүлэгч, хөрөнгө хүлээн авагч, эсвэл өөрийн хувийн ашиг сонирхол нь банкны ашиг сонирхолтой зөрчилдсөн тохиолдолд банкинд нэн даруй мэдэгдэх үүрэгтэй.
ХасБанк өөрийн ажилтнууд, харилцагч, хамтрагчид болон иргэдийг ёс зүйгүй, хор хөнөөлтэй, залилангийн шинж чанартай үйл ажиллагааны талаар мэдээлэхэд нь бүх талаар дэмжиж, хамгаалах бодлого баримталдаг. Ингэхдээ Шүгэл үлээх бодлогын дагуу мэдээлэгчдийг хамгаалж, мэдээллийн нууцлалыг чандлан хадгалдаг. ",https://www.xacbank.mn/page/code-of-ethics
"
Тайлагнах, мэдээлэх","ХасБанк нь өөрийн үйл ажиллагаандаа ил тод, шударга харилцаанд тулгуурласан итгэлцлийг байгуулж ирсэн. Бид эрх бүхий зохицуулагч байгууллагын өмнө хүлээсэн үүргийнхээ дагуу банкны үйл ажиллагааны  талаар үнэн зөвөөр тайлагнадаг.
Бид бусдын оюуны өмчийн эрх, мэдээллийн нууцад хүндэтгэлтэй хандаж, задруулахгүй байх үүргээ хэрэгжүүлж ажилладаг.",https://www.xacbank.mn/page/code-of-ethics
Компанийн хариуцлага ба шударга ёсыг дээдлэх,"ХаБанкны удирдлага, нийт ажиллагсад нь Ёс зүйн дүрмээр зохицуулагдсан харилцаа түүний зарчмуудыг дагаж мөрдөх үүрэгтэй бөгөөд банкны үйл ажиллагаагаа явуулахдаа бусдаас бэлэг сэлт, шан харамж, хөнгөлөлт, төлбөр, үнэгүй үйлчилгээ, зээл зэрэг зүйлийг цээрлэдэг.
ХасБанкны Ёс зүйн дүрэмд заасан зарчмуудыг зөрчсөн аливаа буруутай үйл ажиллагаа гарсан тохиолдол тус бүрт зөрчлийг арилгах, засах чиглэлээр шуурхай, дорвитой арга хэмжээ авдаг болно.",https://www.xacbank.mn/page/code-of-ethics
ХасБанкны ёс зүйн дүрэм,"ХасБанкны хувь нийлүүлэгч, гүйцэтгэх удирдлага, ажиллагсад нь өөрийн үйл ажиллагаандаа ёс зүйн өндөр стандартад суурилсан хууль ёсны шаардлагыг хангаж ажиллах үүрэг хүлээдэг.
ХасБанканд мөрдөгдөж буй Ёс зүйн кодекс ба сонирхлын зөрчлийн ерөнхий журам нь банкны үйл ажиллагаандаа ёс зүйг эрхэмлэн хууль ёсны шаардлага тавих, компанийн сайн засаглалыг манлайлан дэмжин ажиллах зорилтыг илэрхийлдэг.
ХасБанкны ёс зүйн стандарт нь чин сэтгэлээсээ хандах, ёс зүйтэй байх, шударга байх, ил тод байх зарчмуудад үндэслэгддэг бөгөөд бүх оролцогч талууд, түүний дотор хөрөнгө оруулагчид, хувьцаа эзэмшигчид, ажиллагсад, үйлчлүүлэгчид, бизнесийн түншүүд, төрийн байгууллагууд, нийгэм, олон нийттэй харилцах харилцаанд мөн адил хамаарч үйлчилнэ.


",https://www.xacbank.mn/page/code-of-ethics
Оюутны тэтгэлэг хүсэгчид тавих шаардлага,"Дотоодын магадлан итгэмжлэгдсэн их, дээд сургууль, коллежид сурдаг;
Диплом болон бакалаврын хөтөлбөрт суралцдаг байх;
ХасБанкны Ирээдүйн саятан хадгаламжийг 3 ба түүнээс дээш жилийн хугацаанд эзэмшиж байсан эсвэл одоо эзэмшиж байгаа.
Дээрх шаардлагыг ханган тэтгэлэгт хамрагдахыг хүсэж буй оюутнуудын хүсэлтийг 2024 оны 12-р сарын 02-ны өдрөөс 12-р сарын 18-ны өдрийг дуустал хугацаанд цахимаар хүлээн авах бөгөөд тэтгэлэгт шалгарсан 100 оюутныг 2024 оны 12-р сарын 20-ны өдөр ХасБанкны веб сайт /www.xacbank.mn дээр нээлттэй зарлана.",https://www.xacbank.mn/page/fmscholarship
Оюутны тэтгэлэгт хөтөлбөр,"Хүүхдэд зориулсан Монголын анхны урт хугацаат хадгаламж “Ирээдүйн саятан”-ы бэлгэдэлт дүр болох Хасхүүгийн төрсөн өдрийг тохиолдуулан ХасБанкнаас нийт 500 сая төгрөгийн дүн бүхий “Оюутны тэтгэлэгт хөтөлбөр” -ийг зарлаж байна. Ирээдүйн саятны нэрэмжит уг тэтгэлэгт хөтөлбөр нь ирээдүйдээ итгэлтэй, боловсрол мэдлэгтэй иргэн болохоор шамдан суралцаж буй найзууддаа Хасхүүгийн зүгээс талархлаа илэрхийлэн барьж буй бэлэг бөгөөд 5 жилийн хугацаанд үргэлжилж, жил бүр 100 оюутныг шалгаруулан, оюутан тус бүрд 5 сая хүртэлх төгрөгийн сургалтын төлбөрийн тэтгэлэг олгоно.

",https://www.xacbank.mn/page/fmscholarship
Санал хүсэлт илгээх,"Та бүтээгдэхүүн, үйлчилгээ болон ХасБанкны хэрэгжүүлж буй төсөл, хөтөлбөртэй холбоотой санал хүсэлт, гомдлоо дараах сувгуудаар гаргах боломжтой. Хэрэв Та нэр, хаягаа нууцлан санал, гомдол гаргах бол нэр болон и-мэйл хаягийн талбаруудыг хоосон орхиж болно. Гэхдээ энэ тохиолдолд бид шийдвэрлэх үйл явцын талаар танд мэдээлэл өгөх боломжгүй гэдгийг анхаарна уу. Тиймээс доорх маягтаар санал, гомдол үлдээхдээ тантай хэрхэн эргэж холбоо барих талаар мэдээлэл үлдээхийг зөвлөж байна. Бид таны санал хүсэлт, гомдлын дагуу ажлын 1-3 хоногт хариу өгөх болно.",https://www.xacbank.mn/page/contact
Холбоо барих,"
Утас : 1800 1888 (24/7)
И-мэйл: info@xacbank.mn
Сошиал медиа:facebook.mn/xacbank
",https://www.xacbank.mn/page/contact
Хасбанкны хийдэг аюулгүй байдлыг хамгаалах үйл ажиллагаа,"ХасБанк нь харилцагчдынхаа мэдээллийн нууцлал, бүрэн бүтэн байдал, хүртээмжтэй байдлыг хангахад онцгой анхаарч ажилладаг.
Харилцагчдынхаа мэдээллийн аюулгүй байдлыг хангах зорилгоор доорх үйл ажиллагаа хэрэгжүүлдэг.
Хууль, эрх зүйн шаардлагад нийцсэн мэдээллийн аюулгүй байдлын бодлого, журмыг боловсруулан үйл ажиллагаандаа мөрддөг.
Олон улсын стандарт, тэргүүн туршлага, шинэ дэвшилтэт техник, технологиудыг үйл ажиллагаандаа нэвтрүүлэн ажилладаг.
Мэдээллийн аюулгүй байдал, мэдээллийн технологийн чиглэлээр мэргэшсэн чадварлаг багийг бүрдүүлэн ажилладаг.
Мэдээллийн аюулгүй байдал, мэдээллийн технологийн чиглэлийн олон улсын аудитын байгууллагуудаар үйл ажиллагаандаа аудит хийлгэдэг.
Бизнесийн тасралтгүй найдвартай ажиллагаагаа хангахад онцгой анхаарч олон улсын түвшний мэдээллийн технологийн дэд бүтцийг байгуулан ажилладаг.
",https://www.xacbank.mn/page/security
Интернэт банкны аюулгүй байдал,"Та интернэт банкны үйлчилгээ авахдаа ХасБанкны албан ёсны интернэт банкны сайтад хандсан эсэхээ шалгаж байгаарай.
Та интернэт банкинд нэвтрэх нууц үгээ бусад үйлчилгээнд ашиглаж буй нууц үгтэй адилаар үүсгэхгүй байх хэрэгтэй.
Та интернэт банкны нууц үгээ тодорхой давтамжтайгаар сольж байх хэрэгтэй. Жишээлбэл: улирал тутам эсвэл 6 сар тутамд сольж болно. 
Нийтийн хандалтын газраас аль болох интернэт банкны системд хандахгүй байх. Зайлшгүй шаардлагаар нийтийн ашигладаг компьютерээс /Жишээлбэл: интернэт кафе/ интернэт банк ашиглахдаа анхаарал болгоомжтой байж хэрэглэгчийн нэр нууц үгийг санах хэсгийг хүчингүй болгох, ашигласны дараа системээс гарсан эсэхээ шалгах ба аль болох хандалтын түүхийг устгаж байх хэрэгтэй.
Интернэт банкинд цахим хуудсанд нэвтрэх бүрт танд өмнөх нэвтрэлтийн огноо, цагийг харуулж байдаг тул та өмнөх нэвтрэлтийн мэдээллийг шалгаж байх хэрэгтэй.
Интернэт банкны нууц үгийг бусдад мэдэгдэхгүй байснаар та өөрийн дансны мэдээлэл алдагдах эрсдэлийг багасгана.",https://www.xacbank.mn/article/b146ca8e01f3899cb52cc4d1741fc860ef66dc676f6ddcb7968363f220bb6104?pageslug=security
Төлбөрийн картны аюулгүй байдал,"Төлбөрийн картаа хүлээн авмагцаа арын хэсэгт нь гарын үсгээ зурж байх хэрэгтэй.
Дансны хуулгыг цаасаар авахаас аль болох татгалзаж, онлайн хэлбэрээр шалгаж байх хэрэгтэй.
Сар болгоны тооцооны хуудас болон дансны хуулгаа тулган шалгах, сэжиг бүхий гүйлгээ илэрвэл нэн даруй 1800-1888 дугаарт мэдэгдэх шаардлагатай.
Картаа хулгайд алдсан, хаяж үрэгдүүлсэн тохиолдолд нэн даруй 1800-1888 дугаарт мэдэгдэх.
Утсаар картын дугаар, хувийн мэдээллийг өгөх шаардлага гарвал дуудлагыг баталгаажуулж байх.
Гүйлгээ хийсний дараа төлбөрийн картаа заавал авч байх.",https://www.xacbank.mn/article/u0m2q1c3q6vtndo?pageslug=security
Мобайл банкны аюулгүй байдал,"Та гар утасныхаа мэдээллийг алдахаас сэргийлж, нууц үг болон бусад хэлбэрээр дэлгэцээ түгжиж байх.
Мобайл банкны гүйлгээний нууц үгээ бусад дамжуулахгүй, хэлэхгүй байх.
Мобайл банкны үйлчилгээг ашиглан гүйлгээ хийсэн, мөнгө хүлээн авсан, нууц үг сольсон зэрэг үйлдлүүдийн мессежийг өөрийн утаснаас уншсан даруйд устгаж байх.
Үл мэдэгдэх сэжиг бүхий дугааруудад хариу өгөхгүй байх. Хэрэв сэжиг бүхий дугаараас гүйлгээтэй холбоотой мэдээлэл хүлээн авсан бол 1800-1888, 75771888 дугаарт холбогдож тодруулах.
Гар утсан дээрээ программ хангамж суулгахдаа баталгаажсан эх сурвалжаас авч ашиглах.
Сэжиг бүхийн ашиглангийн шинжтэй мэдээлэл хүлээж авсан бол info@xacbank.mn хаягт илгээж устгах.
Хэрэв та сэжиг бүхий мэдээлэлд хариу өгсөн бол яаралтай банктай холбогдоно уу: 1800-1888,75771888",https://www.xacbank.mn/article/r478zycm6y2x1pi?pageslug=security
Компьютерын аюулгүй байдал,"Вирусны хамгаалалтын программ ашигласнаар та мэдээллийн аюулгүй байдлаа хангана.
Вирусны хамгаалалтын программын шинэчлэлт сайжруулалтыг хийж тодорхой давтамжтай вирусыг шалгуулж байх.
Галт хана ашигласнаар зөвшөөрөлгүй этгээд таны компьютерт нэвтрэхээс сэргийлнэ.
Үйлдлийн систем болон программ хангамжийн шинэчлэлтийг байнга хийж байх нь тустай байдаг.
Веб хөтөчийн шинэчлэлтийг байнга хийж аюулгүй байдал нь одоогийн шаардлагыг хангаж буй эсэхийг шалгаж байх хэрэгтэй.
Лицензтэй, эх сурвалж нь тодорхой программ хангамжийг ашиглах.
Утасгүй сүлжээ ашиглахдаа итгэмжлэгдсэн сүлжээг ашиглах.",https://www.xacbank.mn/article/m5qtaebrmtssq9h?pageslug=security
Дансны аюулгүй байдал,"Харилцагч та долоо хоногт хамгийн багадаа нэг удаа дансны мэдээллээ шалгаж байх хэрэгтэй. Хэрвээ таны дансанд зөвшөөрөлгүй ямар нэгэн өөрчлөлт орсон байвал 1800-1888 дугаараар холбоо барина уу.
Таны данс руу хандах эрх бүхий этгээдүүдийн хандалтыг тогтмол хянаж байх.
Та данс болон кредит картаар хийсэн гүйлгээ тогтмол хянаж байх. Хэрэв сэжиг бүхий гүйлгээ хийгдсэн байвал 1800-1888 дугаараар холбоо барина уу.
Гүйлгээний мэдээллийг гар утас болон цахим шуудангаар хүлээн авах үйлчилгээг ашиглах. 
Кредит картны гүйлгээний хуулгаа тогтмол шалгаж байх.",https://www.xacbank.mn/article/d4f9cc6a28c9f923008a301c900503b58e4574646166c43a72242978ee6c3aff?pageslug=security
Хувийн мэдээллээ хамгаалах,"Хувийн мэдээллээ хамгаалах
Хэрэглэгчийн нэр нууц үгээ аюулгүй байдлын шаардлагад нийцүүлэн үүсгэх. 
Хувийн мэдээллээ цахим шуудангаар илгээхгүй байх.
Компьютероо нээлттэй орхихгүй байх.
Банкны систем ашиглаж дууссаад заавал системээс гарч байх.
Нийгмийн сүлжээгээр хувийн мэдээллээ дамжуулахдаа анхааралтай байх.Хувийн мэдээлэл гэдэг нь регисртерийн дугаар, төрсөн он сар өдөр, дансны дугаар, кредит картны дугаар гэх мэт мэдээллүүдийг ойлгоно.
Нууц үг пин кодоо бичиж тэмдэглэхгүй байх.
",https://www.xacbank.mn/article/930b2094910b2cfede70e9e8cedf852b8cd9bebe5f1c3a251da7063a21ac83f6?pageslug=security
Мөнгө дамжуулалтын нийтлэг арга,"Гадны компаниуд монгол дахь салбартаа мөнгө шилжүүлэх
Үл таних хүнээс орж ирэх мөнгөнд зориулж Банкинд шинээр данс нээх
Шинэ ажлын холбогдолтой их хэмжээний мөнгийг өөрийн хувийн дансандаа хүлээн авах
Үл таних хүмүүсийн мөнгийг өөрийн Банкны дансаар дамжуулан шилжүүлэх",https://www.xacbank.mn/article/447b9da763ac6381420230d19ce559e7c0bb56433ed04a1cbaf9e451b19cee80?pageslug=security
Хорлонт програмаас сэргийлэх,"Хорлонт программ нь компьютерийн системд аюул учруулах зорилготой вирус, трожан, тагнуулын программ юм. Хорлонт код нь тухайн компьютерт байгаа хувийн мэдээллийг хулгайлж дамжуулах бөгөөд хулгайлагдсан мэдээллүүд нь луйвар хийхэд ашиглагддаг. Хорлонт кодын эрсдэлийг багасгах хэд хэдэн нийтлэг аргууд байдаг. Үүнд:
Хорлонт кодыг тараах нэг боломж нь олон нийтийн сайтуудаар дамжуулах байдаг тул энэ төрлийн веб хуудаснаас файл татаж авахгүй байх.
Үл мэдэх эх сурвалжаас цахим шуудангийн хаягаар ирсэн цахим шуудан, программ хангамжуудыг нээхгүй, суулгахгүй байх.
Үл мэдэгдэх эх сурвалжаас ирсэн цахим шуудангийн хавсралтуудыг нээхгүй байх хэрэгтэй.
Зар сурталчилгааны хуудсуудаар дамжуулан хувийн болон санхүүгийн мэдээллийг асуух нь луйврын шинжтэй байдаг тул тэдгээрт ач холбогдол өгөлгүй шууд хааж байх.
Вирусын хамгаалалтын болон интернет хамгаалалтын программ хангамжуудыг албан ёсны эрхтэйгээр ашиглах.",https://www.xacbank.mn/article/447b9da763ac6381420230d19ce559e7c0bb56433ed04a1cbaf9e451b19cee80?pageslug=security
Хуурамч банкны програмаас сэргийлэх,"Гэмт хэрэгтнүүд нь хуурамч интернет банкны хэрэглээний программ хөгжүүлэн, дансны мэдээллийг хулгайлахыг оролдож болно. ХасБанкны бус хэрэглээний программуудыг дараах байдлаар танина. Үүнд:
Программын зохиогч, хөгжүүлэгч нь тодорхой биш бол
Программ нь албан ёсны бус гуравдагч талын сайт дээр тавигдсан бол
Программыг татахад төлбөр төлөх бол – ХасБанк нь интернет банзны программ татахад хураамж авдаггүй.
Өөрийн дансны мэдээллийг хамгаалахын тулд дээрх сануулгуудын аль нэгийг нь агуулсан ХасБанкны интернет банкны программ татаж авахгүй болон суулгахгүй байх.",https://www.xacbank.mn/article/447b9da763ac6381420230d19ce559e7c0bb56433ed04a1cbaf9e451b19cee80?pageslug=security
Хуурамч мессежээс сэргийлэх,"Гэмт хэрэг үйлдэгч нь харилцагчийн санхүүгийн болон хувийн мэдээллийг мессежээр явуулахыг хүсэх эсвэл ямар нэгэн холбоос дээр дарна уу гэсэн мессеж явуулдаг. Энэ холбоос дээр дарахад вирус нь тухайн харилцагчийн мобайл төхөөрөмжид дамждаг. Ийм төрлийн луйвраас хэрхэн хамгаалах аргыг доор харуулав. Үүнд:
Хувийн болон санхүүгийн мэдээлэл асуусан, лавласан мессежэнд хариу өгөхгүй байх. ХасБанк нь танаас ийм хэлбэрээр мэдээлэл авдаггүй.
Мессеж явуулсан дугаарыг хянан батлах. ХасБанкны утасны дугаарыг та гар утсан дээрээ хадгалах эсвэл банкны албан ёсны сайтын холбоо барих хэсэг рүү орж лавлан хараарай.",https://www.xacbank.mn/article/447b9da763ac6381420230d19ce559e7c0bb56433ed04a1cbaf9e451b19cee80?pageslug=security
Алдагдсан болон хулгайлагдсан төхөөрөмжөө хамгаалах,"Нууц үгээр өөрийн төхөөрөмжөө хамгаалснаар нэвтрэх боломжийг хязгаарлаж болно.
Төхөөрөмжийн дэлгэцийг тодорхой хугацаанд идэвхгүй байсан тохиолдолд автоматаар түгждэг горимд байлгах
Төхөөрөмжийн загвар болон дугаарыг нь тэмдэглэж хадгалах хэрэгтэй.",https://www.xacbank.mn/article/447b9da763ac6381420230d19ce559e7c0bb56433ed04a1cbaf9e451b19cee80?pageslug=security
