name,name_en,type,type_en,address,sum_district_name,sum_district_type ,bag_khoroo_name,bag_khoroo_type,3_word_address,address_en,timetable,timetable_en,phone,mon,tue,wed,thu,fri,sat,sun,open_time,close_time,
Их Монгол Good price АТМ,Good Price Ikh Mongol ATM,atm,атм,"26-р хороо, Хүннүгийн гудамж, Их Монгол Good price",0,0,26-р,хороо,,"26th Khoroo, Khunnu Street, Good Price Ikh Mongol",Даваа-Ням 08:30-23:00 цаг,Mon-Sun 8:30am-12pm,1800-1888,1,1,1,1,1,1,1,08:30:00,23:00:00,
"Их монгол өргөтгөл, Экспресс банк АТМ","Ikh mongol branch, Express bank ATM",atm,атм,"11-р хороо, Их монгол улсын гудамж, Их монгол Плаза, Хас банк Их монгол өргөтгөл ",0,0,11-р,хороо,,"11st khoroo, Ikh mongol plaza, Ikh mongol branch Xac bank ",Даваа-Ням 09:00-20:00 цаг,Mon-Sun 9am-8pm,1800-1888,1,1,1,1,1,1,1,09:00:00,20:00:00,
"Их монгол өргөтгөл, Экспресс банк","Ikh mongol branch, Express bank",atm,,"11-р хороо, Их монгол улсын гудамж, Их монгол Плаза, Хас банк Их монгол өргөтгөл ",0,0,11-р,хороо,,"11st khoroo, Ikh mongol plaza, Ikh mongol branch Xac bank ",Даваа-Ням 09:00-20:00 цаг,Mon-Sun 9am-8pm,1800-1888,1,1,1,1,1,1,1,09:00:00,20:00:00,
Миний дэлгүүр АТМ,Minii supermarket ATM,atm,атм,"12-р хороо, 1-р хороолол, Москвагийн гудамж, Саппоро Миний сүлжээ дэлгүүр ",0,0,12-р,хороо,,"12th khoroo, 1st microdistrict, Sappora Minii supermarket ",Даваа-Ням 08:00-22:00 цаг,Mon-Sun 8am-10pm,1800-1888,1,1,1,1,1,1,1,08:00:00,22:00:00,
Миний дэлгүүр Шар хад АТМ,Minii Delguur-Shar Khad ATM,atm,атм,"9-р хороо, Шар хадны эцэс, Миний сүлжээ дэлгүүр",0,0,9-р,хороо,,"9th Khoroo, Shar Khad, Minii Delguur",Даваа-Ням 08:00-23:00 цаг,Mon-Sun 8am-11pm,1800-1888,1,1,1,1,1,1,1,08:00:00,23:00:00,
Асайт-Миний дэлгүүр АТМ,Asait-Minii Delguur АТМ,atm,атм,"22-р хороо, Б.Доржийн гудамж, Асайт худалдааны төв, Миний сүлжээ дэлгүүр ",0,0,22-р,хороо,,"22th Khoroo, B. Dorj Street, Asait Shopping Center, Minii Delguur",Даваа-Ням 08:00-23:00 цаг,"Mon-Sun 8am-11pm
",1800-1888,1,1,1,1,1,1,1,09:00:00,23:00:00,
"Саппоро Миний дэлгүүр, Экспресс АТМ ","Sapporo Minii supermarket, Express ATM ",atm,атм,"12-р хороо, 1-р хороолол, Москвагийн гудамж, Саппоро Миний сүлжээ дэлгүүр ",0,0,12-р,хороо,,"12th khoroo, 1st microdistrict, Sappora Minii supermarket ",Даваа-Ням 08:00-22:00 цаг,Mon-Sun 8am-10pm,1800-1888,1,1,1,1,1,1,1,08:00:00,22:00:00,
"Асайт Миний дэлгүүр, Экспресс АТМ ","Asait Minii Delguur, Express ATM",atm,атм,"22-р хороо, Б.Доржийн гудамж, Асайт худалдааны төв, Миний сүлжээ дэлгүүр ",0,0,22-р,хороо,,"22th Khoroo, B. Dorj Street, Asait Shopping Center, Minii Delguur",Даваа-Ням 08:00-23:00 цаг,Mon-Sun 8am-11pm,1800-1888,1,1,1,1,1,1,1,09:00:00,23:00:00,
"Шинэ сонголт тооцооны төв, Экспресс банк","Shine songolt branch, Express bank",atm,тооцооны төв,"ХУД, 3-р хороо, Шинэ сонголт худалдааны төв, Шинэ сонголт тооцооны төв ",0,0,"ХУД, 3-р",хороо,,"3rd khoroo, Shine songolt shopping center, Shine songolt branch Xac bank ",Даваа-Ням 09:00-20:00 цаг,Mon-Sun 9am-8pm,1800-1888,1,1,1,1,1,1,1,09:00:00,20:00:00,
"Мишээл худалдааны төв, Экспресс АТМ",Misheel expo shopping center,atm,атм,"2-р хороо, Чингисийн өргөн чөлөө, Мишээл худалдааны төв",0,0,2-р,хороо,,"2nd khoroo, Chinggis avenue, Misheel expo shopping center ",Даваа-Ням 09:00-19:00 цаг,Mon-Sun 9am78pm,1800-1888,1,1,1,1,1,1,1,09:00:00,19:00:00,
Монел фунтик хүнсний дэлгүүр АТМ,Monel Funtik Grocery Store АТМ,atm,атм,"5-р хороо, Баруун Алтан-Өлгий гудамж, Монел фунтик хүнсний дэлгүүр ",0,0,5-р,хороо,,"5th Khoroo, Baruun Altan Ulgii Street, Monel Funtik Grocery Store ","5th Khoroo, Baruun Altan Ulgii Street, Monel Funtik Grocery Store ",Mon-Sun 9am-12pm,1800-1888,1,1,1,1,1,1,1,09:00:00,23:59:00,
"Нарны хороолол М март, Экспресс АТМ","Narnii khoroolol M mart, Express ATM",atm,атм,"3-р хороо,Нарны хороолол М март дэлгүүр ",0,0,3-р,хороо,,"3st khoroo, narnii khoroolol M mart",Даваа-Ням 09:00-21:00 цаг,Mon-Sun 9am-21pm,1800-1888,1,1,1,1,1,1,1,09:00:00,21:00:00,
"Эмээлт Шонхор төв, Экспресс АТМ","Emeelt Shonkhor center, Express ATM",atm,атм,"32-р хороо, Эмээлт зам, Хүй 7 худаг явах замд, Шонхор төв ",0,0,32-р,хороо,,"32 khoroo, Emeelt road, Emeelt Shonkhor center",Даваа-Ням 08:00-23:00 цаг,Mon-Sun 8am-11pm,1800-1888,1,1,1,1,1,1,1,08:00:00,23:00:00,
"Нарантуул-2 зах, Экспресс АТ М","Narantuul 2 market, Express ATM ",atm,,"12-р хороо, Дэнжийн 1000 гудамж, Нарантуул-2 зах ",0,0,12-р,хороо,,"12 khoroo, Denjiin 1000 road, Narantuul 2 market ","Мягмар-Ням 08:00-19:00 цаг
Даваа гариг амарна","Tue-Sun 8am-7pm
Monday closed",1800-1888,0,1,1,1,1,1,1,08:00:00,19:00:00,
Мишээл Вокинг стрийт АТМ,Misheel Center Walking street АТМ,atm,атм,"19-р хороо, Чингисийн өргөн чөлөө, Мишээл Вокинг стрийт",0,0,19-р,хороо,,19th Misheel Center Walking street,Даваа-Ням 08:00-22:00 цаг,Mon-Sun 8am-10pm,1800-1888,1,1,1,1,1,1,1,08:00:00,21:00:00,
Нисдэг машин авто худалдааны төв,Nisdeg mashin auto market ,atm,,"5-р хороо, Их тойруу, Тасганы овоо зүүн талд Нисдэг машин авто худалдааны төв",0,0,5-р,хороо,,"5th khoroo, Ikh toiruu, Nisdeg mashin autom market ",Даваа-Ням 10:00-19:00 цаг,Mon-Sun 10am-7pm,1800-1888,1,1,1,1,1,1,1,10:00:00,19:00:00,
Нисэх тооцооны төв АТМ,Nisekh branch ATM,atm,тооцооны төв,"16-р хороо, Баруун Сонсголонгийн гудамж, Хас банк Нисэх тооцооны төв ",0,0,16-р,хороо,,"16th khoroo, Wes Sonsgolon street, Nisekh branch Xac bank",Даваа-Ням 7:00-24:00 цаг,Mon-Sun 7am-12pm,1800-1888,1,1,1,1,1,1,1,07:00:00,23:59:00,
Номин Их Дэлгүүр АТМ,Nomin department store АТМ,atm,атм,"14-р хороо, 3-р хороолол, Ард Аюушийн өргөн чөлөө, Өргөө кино театр зүүн талд Номин их дэлгүүр ",0,0,14-р,хороо,,"14th khoroo, 3rd microdistrict, Nomin department store ",Даваа-Ням 8:30-22:30 цаг,Mon-Sun 8:30am-10:30pm,1800-1888,1,1,1,1,1,1,1,08:30:00,22:30:00,
"Номин супермаркет, Экспресс АТМ ","Nomin supermarket, Express ATM  ",atm,атм,"11-р хороо, Ривер Стрийт Номин супермаркетт",0,0,11-р,хороо,,"11st khoroo, River street, Nomin supermarket ",Даваа-Ням 9:00-22:00 цаг,Mon-Sun 9am-10pm,,1,1,1,1,1,1,1,09:00:00,23:59:00,
Органик зах,Organic market ,atm,," 2-р хороо, Улаанбаатар сувиллын баруун талд, Органик зах",0,0,2-р,хороо,," 2nd khoroo, West of Ulaanbaatar sanatorium, Organic market ",Даваа-Ням 08:00-20:00 цаг,Mon-Sun 8am-8pm,1800-1888,1,1,1,1,1,1,1,08:00:00,20:00:00,
Харгуйжин хүнс барааны зах,Kharguijin market ,atm,,"13-р хороо, Хайлааст, Оргил хүнсний  дэлгүүр",0,0,13-р,хороо,,"13 khoroo, Khailaast, Orgil supermarket ",Даваа-Ням 10:00-20:00 цаг,Mon-Sun 10am-8pm,1800-1888,1,1,1,1,1,1,1,10:00:00,20:00:00,
Орд дэлгүүр ,Ord supermarket,atm,,"15-р хороо, Шарга морьт гүүр, Орд хүнсний дэлгүүр",0,0,15-р,хороо,,"15th khoroo, Sharga morit, Ord supermarket ",Даваа-Ням 08:00-23:00цаг,Mon-Sun 8am-11pm,1800-1888,1,1,1,1,1,1,1,08:00:00,23:00:00,
Отгонтэнгэр хүнсний дэлгүүр АТМ,Otgontenger grocery store АТМ,atm,атм,"21-р хоро, Дарь Эхийн шинэ буудал,  Отгонтэнгэр хүнсний дэлгүүр",0,0,,,,"21th Khoroo, New Dari Ikh Station, Otgontenger Grocery Store",Даваа-Ням 09:00-24:00цаг,Mon-Sun 9am-12pm,1800-1888,1,1,1,1,1,1,1,09:00:00,23:00:00,
"Өгөөж зах, Экспресс АТМ","Uguuj market, Express ATM ",atm,атм,"10-р хороо, Баянхошууны гудамж,  Баянхошуу эцсийн буудал, Өгөөж зах",0,0,10-р,хороо,,"10th khoroo, End of the Bayankhoshuu bus station, Uguuj market ",Даваа-Ням 10:00-20:00 цаг,Mon-Sun 10am-8pm,1800-1888,1,1,1,1,1,1,1,10:00:00,20:00:00,
"Рапид мед эмнэлэг, Экспресс АТМ","Rapid Med Hospital, Express ATM",atm,атм,"14-р хороо, Халдварт өвчин судлалын үндэсний төвийн зүүн талд, Рапип Мед эмнэлэг ",0,0,14-р,хороо,,"14th Khoroo, Eastern side of National Center for Communicable Diseases, Rapid Med Hospital",Даваа-Ням 10:00-19:00 цаг,Mon-Sun 10am-7pm,1800-1888,1,1,1,1,1,1,1,10:00:00,19:00:00,
Саммит зочид буудал  АТМ,Summit hotel АТМ,atm,атм,"7-р хороо, 4-р хорооллын эцэс ГССҮТөвийн хойно Саммит зочид буудал ",0,0,7-р,хороо,,"7th khoroo, End of 4th microdistrict, Summit hotel ",Даваа-Ням 8:00-24:00 цаг,Mon-Sun 8am-12pm,1800-1888,1,1,1,1,1,1,1,08:00:00,23:59:00,
"Сандэй худалдааны төв, Экспресс АТМ","Sunday Shopping Center, Express ATM",atm,атм,"14-р хороо, Намъянжүгийн гудамж, Сандэй худалдааны төв",0,0,14-р,хороо,,"14th Khoroo, Namyanju Street, Sunday Shopping Center","Мягмар-Ням 10:00-21:00 цаг
Даваа гариг амарна","Tue-Sun 10am-9pm
Monday closed",1800-1888,0,1,1,1,1,1,1,10:00:00,21:00:00,
"Сансар зах, Экспресс АТМ","Sansar market, Express ATM",atm,атм,"7-р хороо, Б.Доржийн гудамж, КТМС зүүн чиглэлийн буудлын урд, Сансар зах  
",0,0,7-р,хороо,,"7th Khoroo, B. Dorj Street, Computer Information Technology University, Sansar Market","Даваа-Ням 10:00-20:00 цаг
Лхагва гариг амарна","Mon-Sun 10am-8pm
Wednesday closed",1800-1888,1,1,0,1,1,1,1,10:00:00,20:00:00,
"Сансар салбар, Экспресс банк АТМ","Sansar Branch, Express Bank АТМ",atm,салбар,"3-р хороо, Энхтайваны өргөн чөлөө, Зүүн 4 зам, Хас банк Сансар салбар  
",0,0,3-р,хороо,,"3rd Khoroo, Enkhtaivan Avenue, Eastern 4 zam, XacBank Sansar Branch",Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,07:00:00,23:59:00,
Болор таац АТМ,Bolor taats АТМ,atm,атм,"3-р хороо, Толгойт их нарангын эцэст байрлах “Болор таац” худалдаа, үйлчилгээний төв",0,0,3-р,хороо,,"3 th Khoroo, Songinokhairkhan Point, Bolor taats Supermarket",Даваа-Ням 09:00-24:00 цаг,Mon-Sun 9am-12pm,1800-1888,1,1,1,1,1,1,1,09:00:00,23:59:00,
Сансар супермаркет АТМ,Sansar Supermarket АТМ,atm,атм,"20-р хороо, Товчооны зам, Сансар сүлжээ супермаркет ",0,0,20-р,хороо,,"11th Khoroo, Bayanzurkh Point, Eastern side of Petrovis Gas Station, Sansar Supermarket",Даваа-Ням 09:00-24:00 цаг,Mon-Sun 9am-12pm,,1,1,1,1,1,1,1,09:00:00,23:59:00,
Сансар супермаркет АТМ,Sansar Supermarket АТМ,atm,атм,"4-р хороо, Наадамчдын зам, Яармаг, Сансар сүлжээ дэлгүүр ",0,0,4-р,хороо,,"4th khoroo, Naadamchdiin road, Yarmag, Sansar supermarket ",Даваа-Ням 09:00-24:00 цаг,Mon-Sun 9am-12pm,1800-1888,1,1,1,1,1,1,1,09:00:00,23:59:00,
"Содон хороолол, Экспресс АТМ","Sodon, Express ATM  ",atm,атм,"6-р хороо, Үйлдвэрчний эвлэлийн гудамж, Содон хороолол, Сансар сүлжээ супермаркет",0,0,6-р,хороо,,"6th khoroo, Sodon khoroolol, Sansar supermarket",Даваа-Ням 09:00-22:00 цаг,Mon-Sun 9am-10pm,1800-1888,1,1,1,1,1,1,1,09:00:00,22:00:00,
Саямаа зах АТМ,Sayamaa market АТМ,atm,атм,"9-р хороо, Баруун Сонсголонгийн гудамж, Нисэх Саямаа зах ",0,0,9-р,хороо,," 9th khoroo, West Sonsgolon street, Nisekh Sayamaa market ",Даваа-Ням 08:00-20:00 цаг,Mon-Sun 8am-8pm,1800-1888,1,1,1,1,1,1,1,08:00:00,20:00:00,
Соёмбо зах АТМ,Soyombo market АТМ,atm,атм,"14-р хороо, Бэлхийн зам, Дарь-Эхийн уулзвар, Соёмбо зах ",0,0,14-р,хороо,," 14th khoroo, Belkh road, Dari-Ekh, Soyombo market 
",Даваа-Ням 08:00-21:00 цаг,Mon-Sun 8am-9pm,1800-1888,1,1,1,1,1,1,1,08:00:00,21:00:00,
Стар караоке АТМ,Star karaoke АТМ,atm,атм,"2-р хороо, Нарангийн гудамж, Толгойт, Стар караоке",0,0,2-р,хороо,," 2nd khoroo, Narangiin road, Tolgoit, Star karaoke ",Даваа-Ням 09:00-24:00 цаг,Mon-Sun 9am-12pm,1800-1888,1,1,1,1,1,1,1,09:00:00,23:59:00,
Сутай дээд сургууль АТМ,Sutai University АТМ,atm,атм,"5-р хороо, Энхтайвны өргөн чөлөө, Кино үйлдвэр, Сутай дээд сургууль ",0,0,5-р,хороо,," 5th Khoroo, Enkhtaivan Avenue, Kino Uildver, Sutai University",Даваа-Ням 09:00-21:00 цаг,Mon-Sun 9am-9pm,1800-1888,1,1,1,1,1,1,1,09:00:00,21:00:00,
Сүхбаатар дүүргийн эрүүл мэндийн төв АТМ,Health center of Sukhbaatar district АТМ,atm,атм,"11-р хороо, Цагдаагийн гудамж, 100 айл, Сүхбаатар дүүргийн эрүүл мэндийн төв",0,0,11-р,хороо,," 11th khoroo, 11th microdistrict, 100 ail, Health center of Sukhbaatar district",Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,07:00:00,23:59:00,
Таац хүнсний дэлгүүр АТМ,Taats supermarket АТМ,atm,атм,"7-р хороо, Баянхошуу тоосгоны үйлдвэр, Хилчин хотхон, Таац хүнсний дэлгүүр",0,0,7-р,хороо,,"7th khoroo, Khilchin town, Taats supermarket",Даваа-Ням 08:00-24:00 цаг,Mon-Sun 8am-12pm,1800-1888,1,1,1,1,1,1,1,08:00:00,23:59:00,
Тахилт Буудай дэлгүүр АТМ,Takhilt Buudai delguur АТМ,atm,атм,"33-р хороо, Тахилт Буудай дэлгүүр",0,0,33-р,хороо,," 33th khoroo, Takhilt, Buudai delguur",Даваа-Ням 08цаг-23цаг,2023-01-19T14:39:06,1800-1888,1,1,1,1,1,1,1,07:00:00,22:59:00,
"Сутайн буянт техникийн зах, Экспресс банк  АТМ","Sutain buyant zakh,Express bank АТМ",atm,атм,"18-р хороо, Москвагийн гудамж, Сутайн буянт техникийн зах",0,0,18-р,хороо,,"18th khoroo, Moscow road, Sutain buyant zakh",Даваа-Ням 9-18 цаг,Mon-Sun 9-18 hour,1800-1888,1,1,1,1,1,1,1,09:00:00,17:59:00,
Таван эрдэнэ зах АТМ,Tavan-Erdene market АТМ,atm,атм,"19-р хороо, 4-р хороолол, Алтан төгрөг дэлгүүрийн урд Таван Эрдэнэ хүнсний зах",0,0,19-р,хороо,,"19th khoroo, 4th microdistrict, Tavan-Erdene market ",Даваа-Ням 09:00-20:00 цаг,Mon-Sun 9am-8pm,1800-1888,1,1,1,1,1,1,1,09:00:00,20:00:00,
Танил хүнсний дэлгүүр АТМ,Tanil supermarket АТМ,atm,атм,"7-р хороо, Баянхошууны гудамж, Танил хүнсний дэлгүүр ",0,0,7-р,хороо,,"7th khoroo, Bayankhoshuu street, Tanil supermarket",Даваа-Ням 09:00-23:00 цаг,Mon-Sun 9am-11pm,1800-1888,1,1,1,1,1,1,1,09:00:00,23:00:00,
"Теди төв, Экспресс АТМ","Tedy center, Express ATM ",atm,атм,"5-р хороо, Баруун сэлбийн гудамж, Теди төв 3-р давхарт",0,0,5-р,хороо,,"5th khoroo, West selbe street, Tedy center, 3nd floor ",Даваа-Ням 09:00-20:00 цаг,Mon-Sun 9am-8pm,1800-1888,1,1,1,1,1,1,1,09:00:00,20:00:00,
"Теди-2 центр, Экспресс АТМ","Tedy 2 center, Express ATM ",atm,атм,"14-р хороо, 3-р хороолол, Л.Энэбишийн өргөн чөлөө, Теди 2 центр",0,0,14-р,хороо,,"14th khoroo, 3rd microdistrict, L.Enebish avenue, Tedy 2 center",Даваа-Ням 10:00-20:00 цаг,Mon-Sun 10am-8pm,1800-1888,1,1,1,1,1,1,1,10:00:00,20:00:00,
"Төв талбай салбар, Экспресс банк АТМ","Central square branch, Express bank АТМ",atm,салбар,"8-р хороо, Ерөнхий сайд Амарын гудамж, Сүхбаатарын талбайн зүүн талд, Хас банк Төв талбай салбар",0,0,8-р,хороо,,"8th khoroo, East of Sukhbaatar square, Central square branch",Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,07:00:00,23:59:00,
Дарь-Эх Цэхээ төв АТМ,Dari-Ekh Tsehee tuv АТМ,atm,атм,"21-р хороо, Дарь-Эх Цэхээ төв ",0,0,21-р,хороо,,"21th khoroo, Dari-Ekh Tsekhee center ",Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,07:00:00,21:59:00,
"Монгол даатгал, Төв салбар АТМ	","Mongol insurance, Central branch АТМ",atm,салбар,"1-р хороо, Энхтайваны өргөн чөлөө, Хас банк Төв салбар",0,0,1-р,хороо,,"1st khoroo, Peace avenue, Mongol daatgal building, Sukhbaatar branch Xac bank ",Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,00:00:00,23:59:00,
Толгойт Гүнгэрваа Миний сүлжээ дэлгүүр АТМ,Tolgoit Gungervaa Minii delguur АТМ,atm,атм,"2-р хороо, Толгойт Нарангын гол",0,0,2-р,хороо,,"2th khoroo, Tolgoit narangiin gol",Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,07:00:00,23:59:00,
"Тумбааш тооцооны төв, Экспресс АТМ ","Tumbaash branch, Express ATM ",atm,тооцооны төв,"15-р хороо, 3-р хороолол, Л.Энэбишийн өргөн чөлөө, Хас банк Тумбааш тооцооны төв",0,0,15-р,хороо,,"15th khoroo, 3rd microdistrict, Tumbaash branch Xac bank ",Даваа-Ням 06:00-24:00 цаг,Mon-Sun 6am-12pm,1800-1888,1,1,1,1,1,1,1,06:00:00,23:59:00,
Тумбааш төв АТМ,Tumbaash center  АТМ,atm,атм,"7-р хороо, Баянхошуу хуучин эцэс автобусны буудал, Тумбааш төв",0,0,7-р,хороо,,"7th khoroo, Bayankhoshuu old bus station, Tumbaash center",Даваа-Ням 08:00-20:00 цаг,Mon-Sun 8am-8pm,1800-1888,1,1,1,1,1,1,1,08:00:00,20:00:00,
"Тумбааш төв, Экспресс АТМ","Tumbaash center, Express ATM ",atm,атм,"7-р хороо, Баянхошуу хуучин эцэс автобусны буудал, Тумбааш төв",0,0,7-р,хороо,,"7th khoroo, Bayankhoshuu old bus station, Tumbaash center",Даваа-Ням 08:00-20:00 цаг,Mon-Sun 8am-8pm,1800-1888,1,1,1,1,1,1,1,08:00:00,20:00:00,
"Түшиг салбар, Экспресс банк АТМ","Tushig branch, Express bank АТМ",atm,салбар,"4-р хороо, Сөүлийн гудамж, Түшиг их дэлгүүр, Хас банк Түшиг салбар ",0,0,4-р,хороо,,"4th khoroo, Seoul road, Tushig branc Xac bank",Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,07:00:00,23:59:00,
Тэнгис кино театр АТМ,Tengis movie theater АТМ,atm,атм,"5-р хороо, Ж.Самбуугийн гудамж, Тэнгис кино театр ",0,0,5-р,хороо,,"5th khoroo, J.Sambuu street, Tengis movie theater ",Даваа-Ням 09:00-24:00 цаг,Mon-Sun 9am-12pm,1800-1888,1,1,1,1,1,1,1,09:00:00,23:59:00,
"Тэнгэр плаза худалдааны төв, АТМ",Tenger Plaza Shopping Center АТМ,atm,атм,"8-р хороо, Тэнгэр плаза худалдааны төв, ",0,0,8-р,хороо,,"8th Khoroo, Tenger Plaza Center",Даваа-Ням 08:00-24:00 цаг,Mon-Sun 8am-12pm,1800-1888,1,1,1,1,1,1,1,08:00:00,23:59:00,
Улиастай шар дэлгүүр АТМ,Uliastai Shar market АТМ,atm,атм,"8-р хороо, Тэнгэр плаза худалдааны төв, ",0,0,8-р,хороо,,"8th Khoroo, Tenger Plaza Center",Даваа-Ням 08:00-23:00 цаг,Mon-Sun 8am-11pm,1800-1888,1,1,1,1,1,1,1,08:00:00,23:00:00,
Урьхан хүнсний дэлгүүр  АТМ,Urikhan supermarket  АТМ,atm,атм,"25-р хороо, Зүүнсалаа хуучин эцсийн буудал, Зүүнсалаа, Урьхан хүнсний дэлгүүр ",0,0,25-р,хороо,,"25th khoroo, Zuunsalaa old bus station, Urikhan supermarket ",Даваа-Ням 09:00-22:00 цаг,Mon-Sun 9am-10pm,1800-1888,1,1,1,1,1,1,1,09:00:00,22:00:00,
Хайлааст 84 худалдааны төв АТМ,Khailaast 84 shopping center АТМ,atm,атм,"15-р хороо, Хайлааст хуучин эцэс, 84 худалдааны төв ",0,0,15-р,хороо,,"15th khotoo, Khailaast old bus station, 84 shoppng center ",Даваа-Ням 09:00-23:00 цаг,Mon-Sun 9pm-11pm,1800-1888,1,1,1,1,1,1,1,09:00:00,23:00:00,
Халдвартын эмнэлэг захиргааны байр АТМ,Infectious hospital administration building АТМ,atm,атм,"14-р хороо, Халдварт өвчин судлалын үндэсний төв",0,0,14-р,хороо,,"14th Khoroo, Infectious hospital administration building ",Даваа-Ням 08:00-24:00 цаг,Mon-Sun 8pm-12pm,1800-1888,1,1,1,1,1,1,1,08:00:00,23:59:00,
Хан талст худалдааны төв АТМ,Khan Talst Shopping Center АТМ,atm,атм,"6-р хороо, 13-р хороолол, Баянзүрх зах",0,0,6-р,хороо,,"6th Khoroo, 13th Microdistrict, Bayanzurkh Market","Даваа-Ням 09:00-19:00 цаг
Пүрэв амрана","Mon-Sun 9pm-19pm
Thu closed",1800-1888,1,1,1,0,1,1,1,09:00:00,19:00:00,
"Хан-Уул тооцооны төв, Экспресс банк АТМ","Khan-Uul branch, Express bank  АТМ",atm,тооцооны төв,"2-р хороо, Чингисийн өргөн чөлөө, Хан-Уул дүүрэг соёлын ордон зүүн талд, Хас банк Хан-Уул тооцооны төв ","2-р хороо, Чингисийн өргөн чөлөө, Хан-Уул",дүүрэг,2-р,хороо,,"2nd khoroo, Chinggis avenue, Khan-Uul branch Xac bank ",Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,07:00:00,23:59:00,
"Хан-Уул тооцооны төв, Экспресс банк АТМ","Khan-Uul branch, Express bank  АТМ",atm,тооцооны төв,"2-р хороо, Чингисийн өргөн чөлөө, Хан-Уул дүүрэг соёлын ордон зүүн талд, Хас банк Хан-Уул тооцооны төв ","2-р хороо, Чингисийн өргөн чөлөө, Хан-Уул",дүүрэг,2-р,хороо,,"2nd khoroo, Chinggis avenue, Khan-Uul branch Xac bank ",Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,07:00:00,23:59:00,
"Хархорин зах, Экспресс АТМ","Kharkhorin market, Express ATM",atm,атм,"20-р хороо,1-р хороолол, Москвагийн гудамж, Хархорин зах В1 давхарт ",0,0,20-р,хороо,,"20th khoroo, 1st microdisrict, Moscow road, Kharkhorin market, B1 floor ","Мягмар-Ням 09:00-19:00 цаг
Даваа амрана","Tue-Sun 9pm-19pm
Mon closed",1800-1888,0,1,1,1,1,1,1,09:00:00,19:00:00,
ХИД 2 худалдааны төв  АТМ,Khid 2 shopping center  ATM,atm,атм,"2-р хороо, Хатанбаатар Магсаржавын гудамж, Варьете төвийн хойд талд ХИД 2 худалдааны төв ",0,0,2-р,хороо,,"2nd khoroo, North of Variete center, Khid 2 shopping center ",Мягмар-Ням 09:30-21:00 цаг,Tue-Sun 9:30pm-9pm,1800-1888,1,1,1,1,1,1,1,09:30:00,21:00:00,
"Хосбагана дэлгүүр, Экспресс АТМ","Khosbagan market, Express ATM",atm,атм,"9-р хороо, Шар хадны гудамж, Хос багана хүнсний дэлгүүр",0,0,9-р ,баг,,"9th Khoroo, Shar Khad Street, Khos Bagana Market",Даваа-Ням 08:00-23:00 цаг,Mon-Sun 8pm-11pm,1800-1888,1,1,1,1,1,1,1,08:00:00,23:00:00,
Хотхойт дэлгүүр  АТМ,Khotkhoit supermarket  ATM,atm,атм,"22-р хороо, Тахилтын эцсийн буудал, Тахилт Хотхойт хүнсний дэлгүүр",0,0,22-р,хороо,,"22nd khoroo, Takhilt last bus station, Khotkhoit supermarket",Даваа-Ням 08:00-23:00 цаг,Mon-Sun 8pm-11pm,1800-1888,1,1,1,1,1,1,1,08:00:00,23:00:00,
Хөтөл төв  АТМ,Khutul center ATM,atm,атм,"11-р хороо, Хувьсгалын зам, Баянхошуу Хөтөл төв",0,0,11-р,хороо,,"11st khoroo, Khuvisgal road, Bayakhoshuu Khutul center",Даваа-Ням 10:00-23:00 цаг,Mon-Sun 10pm-11pm,1800-1888,1,1,1,1,1,1,1,10:00:00,23:00:00,
"Хүсэл төв, Экспресс АТМ","Khusel center, Express ATM",atm,атм,"14-р хороо, Чингэлтэй өргөн чөлөө, Долоон буудал, Хүсэл төв",0,0,14-р,хороо,,"14th khoroo, Chingeltei avenue, 7th station, Khusel center ",Даваа-Ням 10:00-24:00 цаг,Mon-Sun 10pm-12pm,1800-1888,1,1,1,1,1,1,1,14:12:00,14:12:00,
"Хүчит шонхор тооцооны төв, Экспресс банк АТМ","Khuchirshonkhor branch, Express bank  ATM",atm,тооцооны төв,"11-р хороо, Самбалхүндэвийн зам, Хүчитшонхор хүнсний зах",0,0,11-р,хороо,,"11st khoroo, Sambalkhundev road, Khuchitshonkhor market",Даваа-Ням 06:00-17:00 цаг,Mon-Sun 6am-5pm,1800-1888,1,1,1,1,1,1,1,06:00:00,17:00:00,
